0,0,0
0.1,0,0.0060344
0.2,0,0.0229704
0.3,0,0.0527748
0.4,0,0.0942344
0.5,0,0.150566
0.6,0,0.219352
0.7,0,0.311596
0.8,0,0.4342604
0.9,0,0.5770212
1,0,0.9914824
1.1,0,1
1.2,0,1
1.3,0,1
1.4,0,1
1.5,0,1
1.6,0,1
1.7,0,1
1.8,0,1
1.9,0,1
2,0,1
2.1,0,1
2.2,0,1
2.3,0,1
2.4,0,1
2.5,0,1
2.6,0,1
2.7,0,1
2.8,0,1
2.9,0,1
3,0,1
3.1,0,1
3.2,0,1
3.3,0,1
3.4,0,1
3.5,0,1
3.6,0,1
3.7,0,1
3.8,0,1
3.9,0,1
4,0,1
4.1,0,1
4.2,0,1
4.3,0,1
4.4,0,1
4.5,0,1
4.6,0,1
4.7,0,1
4.8,0,1
4.9,0,1
5,0,1
0,0.1,0
0.1,0.1,0.0060944
0.2,0.1,0.02513
0.3,0.1,0.0567152
0.4,0.1,0.1000096
0.5,0.1,0.1605076
0.6,0.1,0.2419136
0.7,0.1,0.3434808
0.8,0.1,0.4658148
0.9,0.1,0.7810596
1,0.1,1
1.1,0.1,1
1.2,0.1,1
1.3,0.1,1
1.4,0.1,1
1.5,0.1,1
1.6,0.1,1
1.7,0.1,1
1.8,0.1,1
1.9,0.1,1
2,0.1,1
2.1,0.1,1
2.2,0.1,1
2.3,0.1,1
2.4,0.1,1
2.5,0.1,1
2.6,0.1,1
2.7,0.1,1
2.8,0.1,1
2.9,0.1,1
3,0.1,1
3.1,0.1,1
3.2,0.1,1
3.3,0.1,1
3.4,0.1,1
3.5,0.1,1
3.6,0.1,1
3.7,0.1,1
3.8,0.1,1
3.9,0.1,1
4,0.1,1
4.1,0.1,1
4.2,0.1,1
4.3,0.1,1
4.4,0.1,1
4.5,0.1,1
4.6,0.1,1
4.7,0.1,1
4.8,0.1,1
4.9,0.1,1
5,0.1,1
0,0.2,0
0.1,0.2,0.00651
0.2,0.2,0.0270608
0.3,0.2,0.0602484
0.4,0.2,0.1090296
0.5,0.2,0.1712408
0.6,0.2,0.2594588
0.7,0.2,0.3650328
0.8,0.2,0.5137672
0.9,0.2,0.8305828
1,0.2,1
1.1,0.2,1
1.2,0.2,1
1.3,0.2,1
1.4,0.2,1
1.5,0.2,1
1.6,0.2,1
1.7,0.2,1
1.8,0.2,1
1.9,0.2,1
2,0.2,1
2.1,0.2,1
2.2,0.2,1
2.3,0.2,1
2.4,0.2,1
2.5,0.2,1
2.6,0.2,1
2.7,0.2,1
2.8,0.2,1
2.9,0.2,1
3,0.2,1
