0,0,0
0.1,0,0.0904672
0.2,0,0.1644592
0.3,0,0.2254212
0.4,0,0.2757808
0.5,0,0.3165932
0.6,0,0.3489728
0.7,0,0.3774284
0.8,0,0.3984244
0.9,0,0.4167024
1,0,0.4313116
1.1,0,0.4424644
1.2,0,0.4512348
1.3,0,0.456972
1.4,0,0.4630948
1.5,0,0.4659308
1.6,0,0.4678596
1.7,0,0.468348
1.8,0,0.4683548
1.9,0,0.4678392
2,0,0.4658008
2.1,0,0.4636748
2.2,0,0.4607952
2.3,0,0.45793
2.4,0,0.4541676
2.5,0,0.4502216
2.6,0,0.4526512
2.7,0,0.455044
2.8,0,0.4569644
2.9,0,0.4588756
3,0,0.4602604
3.1,0,0.4620348
3.2,0,0.4632264
3.3,0,0.4645004
3.4,0,0.465338
3.5,0,0.466302
3.6,0,0.4673592
3.7,0,0.4681472
3.8,0,0.4690528
3.9,0,0.4701392
4,0,0.4714712
4.1,0,0.4736728
4.2,0,0.475346
4.3,0,0.4774396
4.4,0,0.4793108
4.5,0,0.4814568
4.6,0,0.4837932
4.7,0,0.4857368
4.8,0,0.4879028
4.9,0,0.4903468
5,0,0.4924476
0,0.1,0
0.1,0.1,0.0904988
0.2,0.1,0.1648872
0.3,0.1,0.2255076
0.4,0.1,0.2768392
0.5,0.1,0.316946
0.6,0.1,0.3511956
0.7,0.1,0.3762832
0.8,0.1,0.3990532
0.9,0.1,0.4157624
1,0.1,0.43181
1.1,0.1,0.4417788
1.2,0.1,0.450636
1.3,0.1,0.4577912
1.4,0.1,0.4621608
1.5,0.1,0.4656788
1.6,0.1,0.4675732
1.7,0.1,0.4687492
1.8,0.1,0.4679572
1.9,0.1,0.467762
2,0.1,0.4661408
2.1,0.1,0.4631492
2.2,0.1,0.460864
2.3,0.1,0.4570516
2.4,0.1,0.4531592
2.5,0.1,0.4491172
2.6,0.1,0.4516552
2.7,0.1,0.4538348
2.8,0.1,0.45562
2.9,0.1,0.4574052
3,0.1,0.4588172
3.1,0.1,0.4603752
3.2,0.1,0.4614776
3.3,0.1,0.462588
3.4,0.1,0.4636468
3.5,0.1,0.464592
3.6,0.1,0.4653288
3.7,0.1,0.4659752
3.8,0.1,0.4667296
3.9,0.1,0.467774
4,0.1,0.4690948
4.1,0.1,0.471262
4.2,0.1,0.4727612
4.3,0.1,0.4751664
4.4,0.1,0.4773008
4.5,0.1,0.4795812
4.6,0.1,0.481598
4.7,0.1,0.4839092
4.8,0.1,0.4861304
4.9,0.1,0.48823
5,0.1,0.4904572
0,0.2,0
0.1,0.2,0.0906808
0.2,0.2,0.1654436
0.3,0.2,0.2259572
0.4,0.2,0.2761136
0.5,0.2,0.3167656
0.6,0.2,0.3495804
0.7,0.2,0.3770828
0.8,0.2,0.3989012
0.9,0.2,0.4177088
1,0.2,0.430318
1.1,0.2,0.4430204
1.2,0.2,0.4508528
1.3,0.2,0.4575108
