0,0,0
0.1,0,0.0110656
0.2,0,0.044618
0.3,0,0.09661
0.4,0,0.162822
0.5,0,0.232742
0.6,0,0.3100976
0.7,0,0.3778904
0.8,0,0.4448776
0.9,0,0.50624
1,0,0.56068
1.1,0,0.6133472
1.2,0,0.662794
1.3,0,0.8278988
1.4,0,1
1.5,0,1
1.6,0,1
1.7,0,1
1.8,0,1
1.9,0,1
2,0,1
0,0.1,0
0.1,0.1,0.0110168
0.2,0.1,0.0454368
0.3,0.1,0.0977712
0.4,0.1,0.1630212
0.5,0.1,0.2378608
0.6,0.1,0.3111892
0.7,0.1,0.3832608
0.8,0.1,0.4502204
0.9,0.1,0.5020912
1,0.1,0.5637972
1.1,0.1,0.6536808
1.2,0.1,0.6665484
1.3,0.1,0.886542
1.4,0.1,1
1.5,0.1,1
1.6,0.1,1
1.7,0.1,1
1.8,0.1,1
1.9,0.1,1
2,0.1,1
0,0.2,0.01
0.1,0.2,0.0309568
0.2,0.2,0.064348
0.3,0.2,0.11637
0.4,0.2,0.1813888
0.5,0.2,0.2515832
0.6,0.2,0.3271332
0.7,0.2,0.3943
0.8,0.2,0.461148
0.9,0.2,0.5227196
1,0.2,0.5768504
1.1,0.2,0.6299804
1.2,0.2,0.7573748
1.3,0.2,0.952056
1.4,0.2,0.9777688
1.5,0.2,1
1.6,0.2,1
1.7,0.2,1
1.8,0.2,1
1.9,0.2,1
2,0.2,1
0,0.3,0.03
0.1,0.3,0.058656
0.2,0.3,0.102852
0.3,0.3,0.1541328
0.4,0.3,0.2144876
0.5,0.3,0.2865848
0.6,0.3,0.3536076
0.7,0.3,0.4232788
0.8,0.3,0.4842108
0.9,0.3,0.5438976
1,0.3,0.5954048
1.1,0.3,0.6501908
1.2,0.3,0.7282888
1.3,0.3,0.9695516
1.4,0.3,1
1.5,0.3,1
1.6,0.3,1
1.7,0.3,1
1.8,0.3,1
1.9,0.3,1
2,0.3,1
0,0.4,0.02
0.1,0.4,0.1099164
0.2,0.4,0.1406044
0.3,0.4,0.189524
0.4,0.4,0.2496056
0.5,0.4,0.3157288
0.6,0.4,0.3847948
0.7,0.4,0.4547648
0.8,0.4,0.5164792
0.9,0.4,0.5727344
1,0.4,0.6333772
1.1,0.4,0.6978584
1.2,0.4,0.8838104
1.3,0.4,0.9823856
1.4,0.4,1
1.5,0.4,1
1.6,0.4,1
1.7,0.4,1
1.8,0.4,1
1.9,0.4,1
2,0.4,1
0,0.5,0.06
0.1,0.5,0.1401432
0.2,0.5,0.1708152
0.3,0.5,0.219704
0.4,0.5,0.2790092
0.5,0.5,0.347412
0.6,0.5,0.414518
0.7,0.5,0.4809192
0.8,0.5,0.545966
0.9,0.5,0.5982112
1,0.5,0.6882688
1.1,0.5,0.8529712
1.2,0.5,0.9743952
1.3,0.5,1
1.4,0.5,1
1.5,0.5,1
1.6,0.5,1
1.7,0.5,1
1.8,0.5,1
1.9,0.5,1
2,0.5,1
0,0.6,0.08
0.1,0.6,0.1560992
0.2,0.6,0.1993964
0.3,0.6,0.2448708
0.4,0.6,0.3033016
0.5,0.6,0.3673212
0.6,0.6,0.4290532
0.7,0.6,0.4964
0.8,0.6,0.558024
0.9,0.6,0.6193372
1,0.6,0.674802
1.1,0.6,0.8688312
1.2,0.6,0.9873948
1.3,0.6,1
1.4,0.6,1
1.5,0.6,1
1.6,0.6,1
1.7,0.6,1
1.8,0.6,1
1.9,0.6,1
2,0.6,1
0,0.7,0.07
0.1,0.7,0.2290004
0.2,0.7,0.2561504
0.3,0.7,0.2986924
0.4,0.7,0.351904
0.5,0.7,0.4129744
0.6,0.7,0.4764284
0.7,0.7,0.5373048
0.8,0.7,0.5949748
0.9,0.7,0.6639004
1,0.7,0.834816
1.1,0.7,0.9984316
1.2,0.7,1
1.3,0.7,1
1.4,0.7,1
1.5,0.7,1
1.6,0.7,1
1.7,0.7,1
1.8,0.7,1
1.9,0.7,1
2,0.7,1
0,0.8,0.1
0.1,0.8,0.2297428
0.2,0.8,0.2587848
0.3,0.8,0.3059484
0.4,0.8,0.3636472
0.5,0.8,0.4305684
0.6,0.8,0.49924
0.7,0.8,0.5621176
0.8,0.8,0.655748
0.9,0.8,0.7510432
1,0.8,0.9658676
1.1,0.8,1
1.2,0.8,1
1.3,0.8,1
1.4,0.8,1
1.5,0.8,1
1.6,0.8,1
1.7,0.8,1
1.8,0.8,1
1.9,0.8,1
2,0.8,1
0,0.9,0.12
0.1,0.9,0.2887048
0.2,0.9,0.3156144
0.3,0.9,0.3563176
0.4,0.9,0.4067896
0.5,0.9,0.4635088
0.6,0.9,0.520296
0.7,0.9,0.5810764
0.8,0.9,0.638842
0.9,0.9,0.7436596
1,0.9,0.951606
1.1,0.9,0.9965176
1.2,0.9,1
1.3,0.9,1
1.4,0.9,1
1.5,0.9,1
1.6,0.9,1
1.7,0.9,1
1.8,0.9,1
1.9,0.9,1
2,0.9,1
0,1,0.09
0.1,1,0.3283576
0.2,1,0.3540228
0.3,1,0.396966
0.4,1,0.4507284
0.5,1,0.5155892
0.6,1,0.5799952
0.7,1,0.6824576
0.8,1,0.8762076
0.9,1,1
1,1,1
1.1,1,1
1.2,1,1
1.3,1,1
1.4,1,1
1.5,1,1
1.6,1,1
1.7,1,1
1.8,1,1
1.9,1,1
2,1,1
